index,pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,st_mass,st_rad,sy_dist,sy_vmag,rastr,decstr
413,TOI-4308 b,TOI-4308,Transit,2023,9.151201,2.419,,763,5243,0.9,0.79,108.932,11.251,21h51m00.74s,-43d33m44.51s
414,TOI-431 b,TOI-431,Transit,2021,0.490047,1.28,3.07,1862,4850,0.78,0.73,32.5686,9.12,05h33m04.62s,-26d43m25.93s
415,TOI-431 d,TOI-431,Transit,2021,12.46103,3.29,9.9,633,4850,0.78,0.73,32.5686,9.12,05h33m04.62s,-26d43m25.93s
416,TOI-4329 b,TOI-4329,Transit,2022,2.9223,16.813,143.02278,,6000,1.54,2.31,717.128,12.724,21h58m15.34s,+71d07m53.78s
417,TOI-4336 A b,TOI-4336 A,Transit,2024,16.336334,2.12,,308,3298,0.33,0.33,22.5455,13.6,13h44m25.68s,-40d20m14.46s
418,TOI-4342 b,TOI-4342,Transit,2023,5.5382498,2.266,,634,3901,0.63,0.6,61.5204,12.669,21h37m33.46s,-77d58m44.93s
419,TOI-4342 c,TOI-4342,Transit,2023,10.688716,2.415,,509,3901,0.63,0.6,61.5204,12.669,21h37m33.46s,-77d58m44.93s
420,TOI-4377 b,TOI-4377,Transit,2023,4.378081,15.11,304.16179,,4974,1.36,3.52,455.82,11.707,10h59m43.79s,-82d13m16.86s
421,TOI-4379 b,TOI-4379,Transit,2024,3.25352,16.69,353.74302,,6020,1.37,1.98,645.158,12.661,16h48m11.49s,-32d26m01.51s
422,TOI-4406 b,TOI-4406,Transit,2023,30.08364,11.209,95.34852,904,6219,1.19,1.29,261.834,10.937,01h12m11.64s,-56d55m31.40s
423,TOI-4438 b,TOI-4438,Transit,2024,7.44628,2.52,5.4,435,3422,0.37,0.37,30.0346,13.69,18h01m16.14s,+35d35m41.64s
424,TOI-444 b,TOI-444,Transit,2023,17.9636,2.77,,609,5225,0.96,0.78,57.3973,9.86,04h16m44.16s,-26d45m59.07s
425,TOI-4443.01,TOI-4443,Transit,2024,1.8498567,1.719,,1639,5834,1.05,1.02,56.0739,8.493,18h17m04.48s,+21d54m34.37s
426,TOI-4463 A b,TOI-4463 A,Transit,2023,2.8807198,13.26,252.35576,1395,5640,1.06,1.06,173.117,11.036,18h37m25.95s,+18d43m47.83s
427,TOI-4479 b,TOI-4479,Transit,2022,1.1589,2.82,,861,3400,0.45,0.45,80.6532,15.18,21h04m23.27s,+24d39m13.23s
428,TOI-4495.01,TOI-4495,Transit,2024,5.1830043,3.63,,1383,6156,1.17,1.34,132.214,9.531,19h05m27.00s,+37d01m33.56s
429,TOI-451 b,TOI-451,Transit,2020,1.858703,1.91,,1491,5550,0.95,0.88,123.739,10.939,04h11m51.93s,-37d56m23.03s
430,TOI-451 c,TOI-451,Transit,2020,9.192522,3.1,,875,5550,0.95,0.88,123.739,10.939,04h11m51.93s,-37d56m23.03s
431,TOI-451 d,TOI-451,Transit,2020,16.364988,4.07,,722,5550,0.95,0.88,123.739,10.939,04h11m51.93s,-37d56m23.03s
432,TOI-4515 b,TOI-4515,Transit,2024,15.266446,12.17,637,705,5433,0.95,0.86,193.499,11.938,01h24m44.68s,+21d30m47.03s
433,TOI-4527.01,TOI-4527,Transit,2024,0.3994445,0.909,,1363,3702,0.48,0.49,18.1037,10.917,01h17m53.34s,+05d28m16.32s
434,TOI-4551 b,TOI-4551,Transit,2023,9.95581,11.859,473.56433,,4896,1.31,3.55,215.986,9.973,12h19m54.90s,-25d49m40.27s
435,TOI-4559 b,TOI-4559,Transit,2024,3.965991,1.415,,554,3558,0.39,0.37,31.6354,13.115,14h04m03.25s,-30d00m50.85s
436,TOI-4562 b,TOI-4562,Transit,2023,225.11781,12.53,732,318,6096,1.19,1.15,339.605,12.14,07h28m02.41s,-63d31m04.00s
437,TOI-4582 b,TOI-4582,Transit,2023,31.034,10.536,168.44906,,5190,1.34,2.5,383.846,11.27,17h07m26.43s,+68d51m56.25s
438,TOI-4600 b,TOI-4600,Transit,2023,82.6869,6.8,959.84179,347,5170,0.89,0.81,216.056,12.577,17h13m48.09s,+64d33m58.22s
439,TOI-4600 c,TOI-4600,Transit,2023,482.8191,9.42,2946.26933,191,5170,0.89,0.81,216.056,12.577,17h13m48.09s,+64d33m58.22s
440,TOI-4602.01,TOI-4602,Transit,2024,3.9812091,2.55,,1380,6011.9,1.12,1.16,63.0637,8.32,04h02m24.08s,+31d19m47.41s
441,TOI-4603 b,TOI-4603,Transit,2023,7.24599,11.68,4096.80817,1677,6264,1.76,2.74,225.643,9.24,05h35m27.82s,+21d17m39.27s
442,TOI-4633 c,TOI-4633,Transit,2024,271.9445,3.2,123,,5800,1.1,1.05,95.2016,9.017,17h07m22.34s,+62d28m31.97s
443,TOI-4641 b,TOI-4641,Transit,2023,22.09341,8.183,1229.99594,,6560,1.41,1.72,86.3501,7.51,02h50m13.97s,+25d20m00.72s
444,TOI-470 b,TOI-470,Transit,2023,12.19148,4.34,,660,5190,0.87,0.83,130.46,11.171,06h16m02.38s,-25d01m53.08s
445,TOI-4791 b,TOI-4791,Transit,2023,4.28088,12.442,734.18362,1472,6058,1.24,1.41,328.802,11.541,07h17m33.21s,-19d49m44.18s
446,TOI-480 b,TOI-480,Transit,2024,6.866196,2.854,20.8,1199,6174,1.28,1.49,54.5306,7.28,05h53m30.83s,-16d15m55.43s
447,TOI-481 b,TOI-481,Transit,2020,10.33111,11.097,486.2799,1370,5735,1.14,1.66,179.366,9.972,07h22m03.04s,-57d23m05.99s
448,TOI-4860 b,TOI-4860,Transit,2023,1.5227591,8.7,86.7,694,3260,0.34,0.36,80.1423,16.47,12h14m15.35s,-13d10m29.43s
449,TOI-500 b,TOI-500,Transit,2022,0.548177,1.166,1.42,1617,4440,0.74,0.68,47.3924,10.54,07h06m14.18s,-47d35m16.14s
450,TOI-5076 b,TOI-5076,Transit,2024,23.445,3.2,16,615,5070,0.8,0.78,82.857,10.9,03h22m02.50s,+17d14m21.15s
451,TOI-5082.01,TOI-5082,Transit,2024,4.240122,2.548,,1165,5670,1,0.93,43.1406,8.25,07h06m16.70s,+22d40m59.33s
452,TOI-5126 b,TOI-5126,Transit,2023,5.4588385,4.74,,1442,6150,1.24,1.24,160.414,10.141,10h06m38.35s,+18d38m02.63s
453,TOI-5126 c,TOI-5126,Transit,2023,17.8999,3.86,,971,6150,1.24,1.24,160.414,10.141,10h06m38.35s,+18d38m02.63s
454,TOI-5153 b,TOI-5153,Transit,2022,20.33003,11.882,1036.12061,906,6300,1.24,1.4,390.484,11.932,06h06m09.68s,-19d57m12.40s
455,TOI-5174 b,TOI-5174,Transit,2022,12.214286,5.351,,,5643.77,1,1.09,197.243,11.583,11h36m26.28s,-02d01m24.06s
456,TOI-519 b,TOI-519,Transit,2021,1.2652328,11.545,147.15455,687,3322,0.34,0.35,115.557,17.35,08h18m25.62s,-19d39m46.05s
457,TOI-5205 b,TOI-5205,Transit,2023,1.630757,11.6,343,737,3430,0.39,0.39,86.4493,15.899,20h55m04.96s,+24d21m39.52s
458,TOI-5218 b,TOI-5218,Transit,2024,4.291452,9.86,657,783,4230,0.74,0.71,377.483,16.044,19h30m39.23s,+71d45m46.66s
459,TOI-5232 b,TOI-5232,Transit,2024,4.0966692,12.778,743.71847,1772,6500,1.39,1.78,609.388,12.246,19h37m20.98s,+35d16m35.38s
460,TOI-5238 b,TOI-5238,Transit,2022,4.872171,5.22,,,5631,1,1.02,290.646,12.214,14h53m26.13s,+68d51m34.10s
461,TOI-5293 A b,TOI-5293 A,Transit,2023,2.930289,11.9,170.4,675,3586,0.54,0.52,162.229,16.19,23h43m18.88s,-02d02m42.34s
462,TOI-530 b,TOI-530,Transit,2021,6.387597,9.303,127.13136,565,3659,0.53,0.54,148.762,15.403,06h53m39.08s,+12d52m53.68s
463,TOI-5301 b,TOI-5301,Transit,2024,5.858858,13.092,1182.32167,1648,6240,1.48,2.19,629.161,11.738,00h51m57.79s,+13d04m42.14s
464,TOI-532 b,TOI-532,Transit,2021,2.3266508,5.82,61.5,867,3927,0.64,0.61,135.047,14.413,05h40m19.21s,+11d33m45.49s
465,TOI-5344 b,TOI-5344,Transit,2023,3.792622,10.604,130.9453,689,3747,0.61,0.59,138.367,15.402,04h13m03.89s,+20d54m54.56s
466,TOI-5388.01,TOI-5388,Transit,2024,2.594675,1.894,,601,3495,0.29,0.31,18.5226,12.728,10h08m42.36s,+35d32m51.21s
467,TOI-5398 b,TOI-5398,Transit,2022,10.590547,10.3,58.7,947,6000,1.15,1.05,130.855,10.059,10h47m31.09s,+36d19m45.96s
468,TOI-5398 c,TOI-5398,Transit,2023,4.77271,3.52,11.8,1242,6000,1.15,1.05,130.855,10.059,10h47m31.09s,+36d19m45.96s
469,TOI-540 b,TOI-540,Transit,2020,1.2391491,0.903,,611,3216,0.16,0.19,14.0022,14.823,05h05m14.33s,-47d56m15.14s
470,TOI-544 b,TOI-544,Transit,2022,1.548352,2.018,2.89,999,4169,0.63,0.62,41.1166,10.777,05h29m09.62s,-00d20m34.43s
471,TOI-5542 b,TOI-5542,Transit,2022,75.12375,11.31,419.5335,441,5700,0.89,1.06,348.849,12.42,20h11m11.62s,-61d08m07.68s
472,TOI-558 b,TOI-558,Transit,2021,14.574071,12.173,1147.36055,1061,6466,1.35,1.5,402.63,11.233,02h49m09.96s,-58d01m28.86s
473,TOI-559 b,TOI-559,Transit,2021,6.9839095,12.229,1910.14873,1180,5925,1.03,1.23,233.266,11.091,03h07m16.47s,-31d09m46.78s
474,TOI-561 b,TOI-561,Transit,2020,0.4465688,1.425,2,2310,5372,0.81,0.84,85.799,10.252,09h52m44.44s,+06d12m57.97s
475,TOI-561 c,TOI-561,Transit,2020,10.778831,2.91,5.39,800,5372,0.81,0.84,85.799,10.252,09h52m44.44s,+06d12m57.97s
476,TOI-561 d,TOI-561,Transit,2020,25.7124,2.82,13.2,598,5372,0.81,0.84,85.799,10.252,09h52m44.44s,+06d12m57.97s
477,TOI-561 e,TOI-561,Transit,2020,77.03,2.55,12.6,415,5372,0.81,0.84,85.799,10.252,09h52m44.44s,+06d12m57.97s
478,TOI-5616 b,TOI-5616,Transit,2024,2.002849,10.78,624,939,3996,0.67,0.65,390.415,16.74,12h19m36.39s,+48d40m59.84s
479,TOI-5634 A b,TOI-5634 A,Transit,2024,2.2035373,10.42,588,837,3896,0.56,0.54,306.144,16.854,11h42m34.47s,+20d57m55.05s
480,TOI-564 b,TOI-564,Transit,2020,1.651144,11.433,464.98529,1714,5640,1,1.09,199.581,11.097,08h41m10.84s,-16d02m10.78s
481,TOI-5678 b,TOI-5678,Transit,2023,47.73022,4.91,20,513,5485,0.91,0.94,165.393,11.438,03h09m32.20s,-34d11m54.53s
482,TOI-5704 b,TOI-5704,Transit,2023,3.771116,3.227,,949,4590,0.73,0.76,89.637,11.529,11h19m17.97s,+44d59m20.68s
483,TOI-5720 b,TOI-5720,Transit,2024,1.4344555,1.09,4.3,708,3325,0.38,0.38,35.8256,13.847,11h21m15.26s,+25d16m23.86s
484,TOI-5799 b,TOI-5799,Transit,2024,4.164753,1.625,,518,3514,0.34,0.33,27.8123,13.29,20h06m31.24s,+15d59m20.91s
485,TOI-5803 b,TOI-5803,Transit,2023,5.38305,3.273,,679,5134,0.87,0.76,84.0126,10.655,21h48m59.70s,+06d16m41.44s
486,TOI-6008 b,TOI-6008,Transit,2024,0.8574347,1.03,4,707,3075,0.23,0.24,23.1008,15.97,20h41m47.70s,+49d38m48.84s
487,TOI-6029 b,TOI-6029,Transit,2024,5.7987,14.392,519.64945,,6223,1.55,2.34,603.119,12.858,00h33m32.70s,+61d51m38.76s
488,TOI-6034 b,TOI-6034,Transit,2024,2.576184,11.92,254,714,3635,0.51,0.49,117.992,15.189,21h11m36.03s,+68d24m07.47s
489,TOI-6086 b,TOI-6086,Transit,2024,1.3888725,1.18,,634,3200,0.25,0.26,31.4566,14.981,17h41m28.90s,+30d18m13.59s
490,TOI-615 b,TOI-615,Transit,2023,4.6615983,18.977,138.25536,1666,6850,1.45,1.73,360.408,10.825,08h53m38.09s,-40d32m37.32s
491,TOI-620 b,TOI-620,Transit,2022,5.0988179,3.76,,604,3708,0.58,0.55,33.0231,12.262,09h28m41.63s,-12d10m01.79s
492,TOI-622 b,TOI-622,Transit,2023,6.402513,9.236,96.30201,1388,6400,1.31,1.42,123.297,8.995,08h21m13.21s,-46d29m03.47s
493,TOI-6255 b,TOI-6255,Transit,2024,0.23818244,1.079,1.44,,3421,0.35,0.37,20.3167,12.747,22h06m00.76s,+39d17m55.78s
494,TOI-628 b,TOI-628,Transit,2021,3.4095675,11.882,2011.8639,1586,6250,1.31,1.34,178.68,10.112,06h37m03.13s,+01d46m03.18s
495,TOI-640 b,TOI-640,Transit,2021,5.0037775,19.851,279.6904,1749,6460,1.54,2.08,341.997,10.51,06h38m56.30s,-36d38m46.07s
496,TOI-654.01,TOI-654,Transit,2024,1.5275657,2.371,,749,3433,0.53,0.43,57.7553,14.54,10h58m53.89s,-05d32m51.16s
497,TOI-663 b,TOI-663,Transit,2024,2.598902,2.27,4.45,674,3681,0.51,0.51,64.2308,13.667,10h40m15.80s,-08d30m39.90s
498,TOI-663 c,TOI-663,Transit,2024,4.6955507,2.26,3.65,553,3681,0.51,0.51,64.2308,13.667,10h40m15.80s,-08d30m39.90s
499,TOI-663 d,TOI-663,Transit,2024,7.1027268,1.92,5.2,482,3681,0.51,0.51,64.2308,13.667,10h40m15.80s,-08d30m39.90s
500,TOI-669 b,TOI-669,Transit,2023,3.945152,2.586,10,1125,5597,0.92,0.99,142.867,10.606,10h35m36.17s,-05d10m52.94s
501,TOI-672 b,TOI-672,Transit,2023,3.633575,5.26,,676,3765,0.54,0.54,66.9071,13.576,11h11m57.81s,-39d19m41.21s
502,TOI-674 b,TOI-674,Transit,2021,1.977143,5.25,23.6,635,3514,0.42,0.42,46.0851,14.203,10h58m20.77s,-36d51m29.19s
503,TOI-677 b,TOI-677,Transit,2020,11.2366,13.115,392.83788,1252,6295,1.18,1.28,141.812,9.822,09h36m28.65s,-50d27m47.14s
504,TOI-700 b,TOI-700,Transit,2020,9.977219,0.914,,,3459,0.41,0.42,31.1265,13.151,06h28m22.97s,-65d34m43.01s
505,TOI-700 c,TOI-700,Transit,2020,16.051137,2.6,,,3459,0.41,0.42,31.1265,13.151,06h28m22.97s,-65d34m43.01s
506,TOI-700 d,TOI-700,Transit,2020,37.42396,1.073,,,3459,0.41,0.42,31.1265,13.151,06h28m22.97s,-65d34m43.01s
507,TOI-700 e,TOI-700,Transit,2023,27.80978,0.953,,,3459,0.41,0.42,31.1265,13.151,06h28m22.97s,-65d34m43.01s
508,TOI-712 b,TOI-712,Transit,2022,9.531361,2.049,,650,4622,0.73,0.67,58.6212,10.838,06h11m44.67s,-65d49m33.02s
509,TOI-712 c,TOI-712,Transit,2022,51.69906,2.701,,370,4622,0.73,0.67,58.6212,10.838,06h11m44.67s,-65d49m33.02s
510,TOI-712 d,TOI-712,Transit,2022,84.8396,2.474,,314,4622,0.73,0.67,58.6212,10.838,06h11m44.67s,-65d49m33.02s
511,TOI-715 b,TOI-715,Transit,2023,19.288004,1.55,,234,3075,0.23,0.24,42.4048,16.683,07h35m24.56s,-73d34m38.67s
512,TOI-733 b,TOI-733,Transit,2023,4.884765,1.992,5.72,1056,5585,0.96,0.95,75.2092,9.44,10h37m38.24s,-40d53m17.73s
513,TOI-757 b,TOI-757,Transit,2024,17.46819,2.5,10.5,641,5278,0.8,0.78,60.3418,9.743,12h31m58.76s,-35d33m16.03s
514,TOI-762 A b,TOI-762 A,Transit,2024,3.4716826,8.339,79.77493,555,3266,0.44,0.42,98.4458,16,11h04m17.94s,-47d49m17.39s
515,TOI-763 b,TOI-763,Transit,2020,5.6057,2.28,9.79,1038,5450,0.92,0.9,95.1274,10.265,12h57m52.34s,-39d45m29.02s
516,TOI-763 c,TOI-763,Transit,2020,12.2737,2.63,9.32,800,5450,0.92,0.9,95.1274,10.265,12h57m52.34s,-39d45m29.02s
517,TOI-771 b,TOI-771,Transit,2024,2.326021,1.422,,527,3201,0.22,0.24,25.2788,14.888,10h56m27.33s,-72d59m06.62s
518,TOI-776 b,TOI-776,Transit,2020,8.24662,1.798,5,520,3725,0.54,0.55,27.1701,11.536,11h54m18.72s,-37d33m12.08s
519,TOI-776 c,TOI-776,Transit,2020,15.665323,2.047,6.9,420,3725,0.54,0.55,27.1701,11.536,11h54m18.72s,-37d33m12.08s
520,TOI-778 b,TOI-778,Transit,2023,4.633611,15.4,878,1561,6643,1.4,1.71,161.743,9.109,13h17m20.12s,-15d16m25.34s
521,TOI-782 b,TOI-782,Transit,2024,8.0240015,2.734,19.1,435,3370,0.4,0.41,52.5122,14.83,12h15m40.89s,-18d54m37.22s
522,TOI-784 b,HD 307842,Transit,2023,2.7970365,1.93,9.67,,5558,0.91,0.91,64.5997,9.412,10h37m21.89s,-63d39m20.49s
523,TOI-813 b,TOI-813,Transit,2020,83.8911,6.71,,610,5907,1.32,1.94,263.145,10.358,04h50m46.56s,-60d54m19.66s
524,TOI-815 b,TOI-815,Transit,2024,11.197259,2.94,7.6,686,4869,0.78,0.77,59.7117,10.217,10h23m29.27s,-43d50m05.73s
525,TOI-815 c,TOI-815,Transit,2024,34.976145,2.62,23.5,469,4869,0.78,0.77,59.7117,10.217,10h23m29.27s,-43d50m05.73s
526,TOI-824 b,TOI-824,Transit,2020,1.392978,2.926,18.467,1253,4600,0.71,0.69,63.9262,11.314,14h48m39.71s,-57d35m19.92s
527,TOI-833 b,TOI-833,Transit,2022,1.0418777,1.27,,1118,3920,0.61,0.6,41.7148,11.724,09h42m34.91s,-62d28m33.19s
528,TOI-836 b,TOI-836,Transit,2023,3.81673,1.704,4.53,871,4552,0.68,0.67,27.5024,9.92,15h00m19.17s,-24d27m15.13s
529,TOI-836 c,TOI-836,Transit,2023,8.59545,2.587,9.6,665,4552,0.68,0.67,27.5024,9.92,15h00m19.17s,-24d27m15.13s
530,TOI-837 b,TOI-837,Transit,2020,8.3249113,9.169,120.45697,995,5995,1.14,1.05,142.488,10.635,10h28m08.95s,-64d30m18.76s
531,TOI-849 b,TOI-849,Transit,2020,0.765548,3.64,41.8,,5257,0.97,0.97,225.734,11.981,01h54m51.79s,-29d25m18.15s
532,TOI-858 B b,TOI-858 B,Transit,2023,3.2797178,14.067,349.61125,1529,5842,1.08,1.31,250.489,11.183,04h00m47.96s,-54d35m34.50s
533,TOI-871 b,TOI-871,Transit,2024,14.362565,1.664,,621,4929,0.76,0.72,68.0473,10.569,04h58m57.03s,-50d37m38.70s
534,TOI-880.02,TOI-880,Transit,2024,2.5735943,2.778,,1163,4935,0.81,0.82,60.6679,10.104,06h16m39.47s,-13d59m14.41s
535,TOI-892 b,TOI-892,Transit,2020,10.62656,11.994,301.9385,1397,6261,1.28,1.39,340.543,11.43,05h46m57.17s,-11d14m07.22s
536,TOI-904 b,TOI-904,Transit,2023,10.8772,2.426,,429,3770.2,0.56,0.53,46.0891,12.588,05h57m29.11s,-83d07m47.02s
537,TOI-904 c,TOI-904,Transit,2023,83.9997,2.167,,217,3770.2,0.56,0.53,46.0891,12.588,05h57m29.11s,-83d07m47.02s
538,TOI-905 b,TOI-905,Transit,2020,3.739494,13.126,211.99261,1192,5570,0.97,0.92,158.649,11.08,15h10m38.08s,-71d21m41.87s
539,TOI-907.01,TOI-907,Transit,2024,4.5849129,9.616,,1847,6272,1.07,2.06,312.529,10.394,17h28m44.02s,-62d50m25.38s
540,TOI-908 b,TOI-908,Transit,2023,3.183792,3.186,16.137,1317,5626,0.95,1.03,175.748,11.316,03h32m38.26s,-81d15m02.68s
541,TOI-913 b,TOI-913,Transit,2023,11.098644,2.453,,712,4969,0.82,0.73,65.1769,10.452,15h38m17.36s,-80d48m12.34s
542,TOI-942 b,TOI-942,Transit,2020,4.32421,3.89,,,,0.82,0.89,152.601,11.982,05h06m35.91s,-20d14m44.21s
543,TOI-942 c,TOI-942,Transit,2020,10.156272,4.67,,,,0.82,0.89,152.601,11.982,05h06m35.91s,-20d14m44.21s
544,TOI-954 b,TOI-954,Transit,2020,3.6849729,9.55,55.30242,1526,5710,1.2,1.89,238.768,10.343,04h07m45.85s,-25d12m31.69s
545,TOI-969 b,TOI-969,Transit,2022,1.8237305,2.765,9.1,941,4435,0.73,0.67,77.2554,11.646,07h40m32.80s,+02d05m54.92s
546,WASP-126 c,WASP-126,Transit Timing Variations,2019,7.63,,64.2,,5800,1.12,1.27,216.526,10.994,04h13m29.93s,-69d13m35.73s
547,WASP-132 c,WASP-132,Transit,2022,1.011534,1.85,37.35,,4714,0.78,0.75,122.91,11.938,14h30m26.21s,-46d09m34.26s
548,WASP-18 c,WASP-18,Transit Timing Variations,2019,2.1558,,55.2,,6400,1.22,1.23,123.483,9.28,01h37m25.07s,-45d40m40.06s
549,WASP-84 c,WASP-84,Transit,2023,1.4468849,1.95,15.2,1329,,0.85,0.77,100.588,10.825,08h44m25.68s,+01d51m35.62s
550,WD 1856+534 b,WD 1856+534,Transit,2020,1.4079405,10.4,4386.054,163,4710,0.52,0.01,24.7359,17.244,18h57m39.76s,+53d30m32.49s
551,Wolf 327 b,Wolf 327,Transit,2024,0.5734745,1.24,2.53,996,3542,0.41,0.41,28.5321,13.018,09h53m30.80s,+35d34m13.97s
552,pi Men c,HD 39091,Transit,2018,6.26791,,3.49611,,,1.1,,18.2702,5.65,05h37m11.83s,-80d27m52.57s
